isolate_name,isolate_species,isolate_colDate,isolate_colLocation,isolate_sourceType,isolate_sourceName,profile_1,profile_2,profile_3
Isolate1716,Species2,2019-09-28,Ward 5,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1717,Species2,2019-04-29,Ward 5,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1718,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1719,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1720,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1721,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1722,Species1,2018-01-27,Ward 5,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1723,Species1,2019-12-17,Ward 5,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1724,Species1,2020-01-12,Ward 5,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1725,Species1,2019-11-20,Ward 5,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1726,Species1,2019-11-12,Ward 5,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1727,Species1,2019-12-20,Ward 5,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1728,Species2,2019-09-22,Ward 5,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1729,Species2,2019-12-17,Ward 5,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1730,Species2,2019-04-06,Ward 5,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1731,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1732,Species2,2019-04-28,Ward 5,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1733,Species2,2019-11-20,Ward 5,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1734,Species2,2019-09-24,Ward 5,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1735,Species2,2019-09-28,Ward 5,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1736,Species2,2019-04-29,Ward 5,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1737,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1738,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1739,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1740,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1741,Species1,2018-01-27,Ward 5,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1742,Species1,2019-12-17,Ward 5,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1743,Species1,2020-01-12,Ward 5,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1744,Species1,2019-11-20,Ward 5,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1745,Species1,2019-11-12,Ward 5,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1746,Species1,2019-12-20,Ward 5,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1747,Species2,2019-09-22,Ward 5,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1748,Species2,2019-12-17,Ward 5,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1749,Species2,2019-04-06,Ward 5,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1750,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1751,Species2,2019-04-28,Ward 5,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1752,Species2,2019-11-20,Ward 5,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1753,Species2,2019-09-24,Ward 5,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1754,Species2,2019-09-28,Ward 5,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1755,Species2,2019-04-29,Ward 5,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1756,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1757,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1758,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1759,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1760,Species1,2018-01-27,Ward 5,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1761,Species1,2019-12-17,Ward 5,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1762,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1763,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1764,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1765,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1766,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1767,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1768,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1769,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1770,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1771,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1772,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1773,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1774,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1775,Species2,2019-05-01,NA,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1776,Species1,2018-03-28,NA,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1777,Species1,2018-08-05,NA,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1778,Species1,2019-08-16,NA,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1779,Species1,2018-01-27,NA,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1780,Species1,2019-12-17,NA,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1781,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1782,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1783,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1784,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1785,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1786,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1787,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1788,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1789,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1790,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1791,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1792,Species2,2019-09-28,NA,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1793,Species2,2019-04-29,NA,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1794,Species2,2019-05-01,Ward 6,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1795,Species1,2018-03-28,Ward 6,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1796,Species1,2018-08-05,Ward 6,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1797,Species1,2019-08-16,Ward 6,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1798,Species1,2018-01-27,Ward 6,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1799,Species1,2019-12-17,Ward 6,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1800,Species1,2020-01-12,Ward 6,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1801,Species1,2019-11-20,Ward 6,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1802,Species1,2019-11-12,Ward 6,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1803,Species1,2019-12-20,Ward 6,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1804,Species2,2019-09-22,Ward 6,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1805,Species2,2019-12-17,Ward 6,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1806,Species2,2019-04-06,Ward 6,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1807,Species2,2019-09-02,Ward 6,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1808,Species2,2019-04-28,Ward 6,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1809,Species2,2019-11-20,Ward 6,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1810,Species2,2019-09-24,Ward 6,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1811,Species2,2019-09-28,Ward 6,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1812,Species2,2019-04-29,Ward 6,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1813,Species2,2019-05-01,Ward 6,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1814,Species1,2018-03-28,Ward 6,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1815,Species1,2018-08-05,Ward 6,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1816,Species1,2019-08-16,Ward 6,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1817,Species1,2018-01-27,Ward 6,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1818,Species1,2019-12-17,Ward 6,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1819,Species1,2020-01-12,Ward 6,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1820,Species1,2019-11-20,Ward 6,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1821,Species1,2019-11-12,Ward 6,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1822,Species1,2019-12-20,Ward 6,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1823,Species2,2019-09-22,Ward 6,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1824,Species2,2019-12-17,Ward 6,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1825,Species2,2019-04-06,Ward 6,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1826,Species2,2019-09-02,Ward 6,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1827,Species2,2019-04-28,Ward 6,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1828,Species2,2019-11-20,Ward 6,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1829,Species2,2019-09-24,Ward 6,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1830,Species2,2019-09-28,Ward 6,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1831,Species2,2019-04-29,Ward 6,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1832,Species2,2019-05-01,Ward 6,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1833,Species1,2018-03-28,Ward 6,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1834,Species1,2018-08-05,Ward 6,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1835,Species1,2019-08-16,Ward 6,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1836,Species1,2018-01-27,Ward 6,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1837,Species1,2019-12-17,Ward 6,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1838,Species1,2020-01-12,Ward 6,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1839,Species1,2019-11-20,Ward 6,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1840,Species1,2019-11-12,Ward 6,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1841,Species1,2019-12-20,Ward 6,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1842,Species2,2019-09-22,Ward 6,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1843,Species2,2019-12-17,Ward 6,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1844,Species2,2019-04-06,Ward 6,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1845,Species2,2019-09-02,Ward 6,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1846,Species2,2019-04-28,Ward 6,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1847,Species2,2019-11-20,Ward 6,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1848,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1849,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1850,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1851,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1852,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1853,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1854,Species2,2019-11-20,NA,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1855,Species2,2019-09-24,NA,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1856,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1857,Species2,2019-04-28,Ward 5,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1858,Species2,2019-11-20,Ward 5,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1859,Species2,2019-09-24,Ward 5,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1860,Species2,2019-09-28,Ward 5,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1861,Species2,2019-04-29,Ward 5,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1862,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1863,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1864,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1865,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1866,Species2,2019-05-01,Ward 7,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1867,Species1,2018-03-28,Ward 7,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1868,Species1,2018-08-05,Ward 7,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1869,Species1,2019-08-16,Ward 7,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1870,Species1,2018-01-27,Ward 7,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1871,Species1,2019-12-17,Ward 7,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1872,Species1,2020-01-12,Ward 7,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1873,Species1,2019-11-20,Ward 7,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1874,Species1,2019-11-12,Ward 7,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1875,Species1,2019-12-20,Ward 7,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1876,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1877,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1878,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1879,Species2,2019-04-28,Ward 5,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1880,Species2,2019-11-20,Ward 5,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1881,Species2,2019-09-24,Ward 5,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1882,Species2,2019-09-28,Ward 5,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1883,Species2,2019-04-29,Ward 5,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1884,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1885,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1886,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1887,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1888,Species1,2018-01-27,Ward 5,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1889,Species1,2019-12-17,Ward 5,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1890,Species1,2020-01-12,Ward 5,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1891,Species1,2019-11-20,Ward 5,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1892,Species1,2019-11-12,Ward 5,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1893,Species1,2019-12-20,Ward 5,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1894,Species2,2019-09-22,Ward 5,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1895,Species2,2019-12-17,Ward 5,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1896,Species2,2019-04-06,Ward 5,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1897,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1898,Species2,2019-04-28,Ward 5,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1899,Species2,2019-11-20,Ward 5,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1900,Species2,2019-09-24,Ward 5,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1901,Species2,2019-09-28,Ward 5,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1902,Species2,2019-04-29,Ward 5,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1903,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1904,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1905,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1906,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1907,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1908,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1909,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1910,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1911,Species1,2018-01-27,Ward 5,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1912,Species1,2019-12-17,Ward 5,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1913,Species1,2020-01-12,Ward 5,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1914,Species1,2019-11-20,Ward 5,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1915,Species1,2019-11-12,Ward 5,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1916,Species1,2019-12-20,Ward 5,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1917,Species2,2019-09-22,Ward 5,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1918,Species2,2019-12-17,Ward 5,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1919,Species2,2019-04-06,Ward 5,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1920,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1921,Species2,2019-04-28,Ward 5,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1922,Species2,2019-11-20,Ward 5,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1923,Species2,2019-09-24,Ward 5,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1924,Species2,2019-09-28,Ward 5,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1925,Species2,2019-04-29,Ward 5,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1926,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1927,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1928,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1929,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1930,Species1,2018-01-27,Ward 5,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1931,Species1,2019-12-17,Ward 5,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1932,Species1,2020-01-12,NA,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1933,Species1,2019-11-20,NA,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1934,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1935,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1936,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1937,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1938,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1939,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1940,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1941,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1942,Species2,2019-05-01,Ward 7,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1943,Species1,2018-03-28,Ward 7,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1944,Species1,2018-08-05,Ward 7,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1945,Species1,2019-08-16,Ward 7,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1946,Species1,2018-01-27,Ward 7,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1947,Species1,2019-12-17,Ward 7,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1948,Species1,2020-01-12,Ward 7,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1949,Species1,2019-11-20,Ward 7,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1950,Species1,2019-11-12,Ward 7,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1951,Species1,2019-12-20,Ward 7,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1952,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1953,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1954,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1955,Species2,2019-04-28,Ward 5,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1956,Species2,2019-11-20,Ward 5,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1957,Species2,2019-09-24,Ward 5,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1958,Species2,2019-09-28,Ward 5,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1959,Species2,2019-04-29,Ward 5,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1960,Species2,2019-05-01,Ward 5,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1961,Species1,2018-03-28,Ward 5,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1962,Species1,2018-08-05,Ward 5,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1963,Species1,2019-08-16,Ward 5,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1964,Species1,2018-01-27,Ward 5,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1965,Species1,2019-12-17,Ward 5,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1966,Species1,2020-01-12,Ward 5,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1967,Species1,2019-11-20,Ward 5,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1968,Species1,2019-11-12,Ward 5,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1969,Species1,2019-12-20,Ward 5,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1970,Species2,2019-09-22,Ward 5,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1971,Species2,2019-12-17,Ward 5,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1972,Species2,2019-04-06,Ward 5,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1973,Species2,2019-09-02,Ward 5,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1974,Species1,2019-11-12,NA,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1975,Species1,2019-12-20,NA,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1976,Species2,2019-09-22,NA,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1977,Species2,2019-12-17,NA,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1978,Species2,2019-04-06,NA,Others,NA,Sp2 ST 18,ResGeneB,NA
Isolate1979,Species2,2019-09-02,NA,Others,NA,Sp2 ST 19,ResGeneD,NA
Isolate1980,Species2,2019-04-28,NA,Others,NA,Sp2 NF,ResGeneB,NA
Isolate1981,Species2,2019-11-20,Ward 35,Others,NA,Sp2 ST 19,ResGeneE,NA
Isolate1982,Species2,2019-09-24,Ward 35,Others,NA,Sp2 ST 78,ResGeneE,NA
Isolate1983,Species2,2019-09-28,Ward 35,Others,NA,Sp2 ST 328,ResGeneE,NA
Isolate1984,Species2,2019-04-29,Ward 35,Others,NA,Sp2 ST 800,ResGeneB,NA
Isolate1985,Species2,2019-05-01,Ward 35,Others,NA,Sp2 ST 17,ResGeneE,NA
Isolate1986,Species1,2018-03-28,Ward 35,Others,NA,Sp1 ST 18,ResGeneB,NA
Isolate1987,Species1,2018-08-05,Ward 35,Others,NA,Sp1 ST 20,ResGeneB,NA
Isolate1988,Species1,2019-08-16,Ward 35,Others,NA,Sp1 ST 20,ResGeneC,NA
Isolate1989,Species1,2018-01-27,Ward 35,Others,NA,Sp1 ST 20,ResGeneA,NA
Isolate1990,Species1,2019-12-17,Ward 35,Others,NA,Sp1 ST 761,ResGeneD,NA
Isolate1991,Species1,2020-01-12,Ward 35,Others,NA,Sp1 ST 20,ResGeneE,NA
Isolate1992,Species1,2019-11-20,Ward 35,Others,NA,Sp1 ST 18,ResGeneD,NA
Isolate1993,Species1,2019-11-12,Ward 35,Others,NA,Sp1 ST 20,ResGeneD,NA
Isolate1994,Species1,2019-12-20,Ward 35,Others,NA,Sp1 ST 19,ResGeneE,NA
Isolate1995,Species2,2019-09-22,Ward 35,Others,NA,Sp2 ST 17,ResGeneC,NA
Isolate1996,Species2,2019-12-17,Ward 35,Others,NA,Sp2 ST 17,ResGeneD,NA
Isolate1997,Species2,2019-04-06,Ward 35,Others,NA,Sp2 ST 18,ResGeneB,NA
